invoice_id,customer_id,subscription_id,invoice_date,amount_due,amount_paid,payment_status,payment_date
INV00373,CUS0018,SUB0022,2023-02-01,349,349,paid,2023-02-03
INV00374,CUS0018,SUB0022,2023-03-01,349,349,paid,2023-03-01
INV00375,CUS0018,SUB0022,2023-04-01,349,349,paid,2023-04-03
INV00376,CUS0018,SUB0022,2023-05-01,349,349,paid,2023-05-01
INV00377,CUS0018,SUB0022,2023-06-01,349,349,paid,2023-06-05
INV00378,CUS0018,SUB0022,2023-07-01,349,349,paid,2023-07-05
INV00379,CUS0018,SUB0022,2023-08-01,349,349,paid,2023-08-06
INV00380,CUS0018,SUB0022,2023-09-01,349,349,paid,2023-09-04
INV00381,CUS0018,SUB0022,2023-10-01,349,0,failed,
INV00382,CUS0018,SUB0022,2023-11-01,349,349,paid,2023-11-02
INV00383,CUS0018,SUB0022,2023-12-01,349,349,paid,2023-12-04
INV00384,CUS0018,SUB0022,2024-01-01,349,349,paid,2024-01-01
INV00385,CUS0018,SUB0022,2024-02-01,349,349,paid,2024-02-03
INV00386,CUS0018,SUB0022,2024-03-01,349,0,pending,
INV00387,CUS0018,SUB0022,2024-04-01,349,349,paid,2024-04-06
INV00388,CUS0018,SUB0022,2024-05-01,349,349,paid,2024-05-02
INV00389,CUS0018,SUB0022,2024-06-01,349,349,paid,2024-06-04
INV00390,CUS0018,SUB0022,2024-07-01,349,349,paid,2024-07-05
INV00391,CUS0018,SUB0022,2024-08-01,349,349,paid,2024-08-03
INV00392,CUS0018,SUB0022,2024-09-01,349,0,failed,
INV00393,CUS0018,SUB0022,2024-10-01,349,349,paid,2024-10-03
INV00394,CUS0018,SUB0022,2024-11-01,349,349,paid,2024-11-01
INV00395,CUS0018,SUB0022,2024-12-01,349,349,paid,2024-12-06
INV00396,CUS0019,SUB0023,2023-02-01,149,149,paid,2023-02-03
INV00397,CUS0019,SUB0023,2023-03-01,149,149,paid,2023-03-06
INV00398,CUS0019,SUB0023,2023-04-01,149,149,paid,2023-04-03
INV00399,CUS0019,SUB0023,2023-05-01,149,149,paid,2023-05-06
INV00400,CUS0019,SUB0023,2023-06-01,149,0,pending,
INV00401,CUS0019,SUB0023,2023-07-01,149,149,paid,2023-07-02
INV00402,CUS0019,SUB0023,2023-08-01,149,149,paid,2023-08-05
INV00403,CUS0019,SUB0023,2023-09-01,149,149,paid,2023-09-03
INV00404,CUS0019,SUB0023,2023-10-01,149,149,paid,2023-10-06
INV00405,CUS0019,SUB0023,2023-11-01,149,149,paid,2023-11-04
INV00406,CUS0019,SUB0023,2023-12-01,149,149,paid,2023-12-06
INV00407,CUS0019,SUB0023,2024-01-01,149,0,failed,
INV00408,CUS0019,SUB0023,2024-02-01,149,149,paid,2024-02-04
INV00409,CUS0019,SUB0023,2024-03-01,149,149,paid,2024-03-03
INV00410,CUS0019,SUB0023,2024-04-01,149,149,paid,2024-04-06
INV00411,CUS0019,SUB0023,2024-05-01,149,149,paid,2024-05-06
INV00412,CUS0019,SUB0023,2024-06-01,149,0,pending,
INV00413,CUS0019,SUB0023,2024-07-01,149,0,failed,
INV00414,CUS0019,SUB0023,2024-08-01,149,149,paid,2024-08-06
INV00415,CUS0019,SUB0023,2024-09-01,149,149,paid,2024-09-03
INV00416,CUS0019,SUB0023,2024-10-01,149,149,paid,2024-10-03
INV00417,CUS0019,SUB0023,2024-11-01,149,149,paid,2024-11-02
INV00418,CUS0019,SUB0023,2024-12-01,149,149,paid,2024-12-04
INV00419,CUS0020,SUB0024,2022-09-01,349,349,paid,2022-09-02
INV00420,CUS0020,SUB0024,2022-10-01,349,349,paid,2022-10-03
INV00421,CUS0020,SUB0024,2022-11-01,349,349,paid,2022-11-01
INV00422,CUS0020,SUB0024,2022-12-01,349,349,paid,2022-12-05
INV00423,CUS0020,SUB0024,2023-01-01,349,349,paid,2023-01-05
INV00424,CUS0021,SUB0025,2023-01-01,149,149,paid,2023-01-03
INV00425,CUS0021,SUB0025,2023-02-01,149,149,paid,2023-02-05
INV00426,CUS0021,SUB0025,2023-03-01,149,149,paid,2023-03-04
INV00427,CUS0021,SUB0025,2023-04-01,149,149,paid,2023-04-02
INV00428,CUS0021,SUB0025,2023-05-01,149,149,paid,2023-05-05
INV00429,CUS0021,SUB0025,2023-06-01,149,149,paid,2023-06-02
INV00430,CUS0021,SUB0025,2023-07-01,149,149,paid,2023-07-01
INV00431,CUS0021,SUB0025,2023-08-01,149,149,paid,2023-08-06
INV00432,CUS0021,SUB0025,2023-09-01,149,149,paid,2023-09-04
INV00433,CUS0021,SUB0025,2023-10-01,149,149,paid,2023-10-06
INV00434,CUS0021,SUB0025,2023-11-01,149,149,paid,2023-11-02
INV00435,CUS0021,SUB0025,2023-12-01,149,149,paid,2023-12-03
INV00436,CUS0021,SUB0026,2023-12-01,49,0,pending,
INV00437,CUS0021,SUB0026,2024-01-01,49,49,paid,2024-01-02
INV00438,CUS0021,SUB0026,2024-02-01,49,49,paid,2024-02-05
INV00439,CUS0021,SUB0026,2024-03-01,49,0,pending,
INV00440,CUS0021,SUB0026,2024-04-01,49,49,paid,2024-04-03
INV00441,CUS0021,SUB0026,2024-05-01,49,49,paid,2024-05-05
INV00442,CUS0021,SUB0026,2024-06-01,49,49,paid,2024-06-02
INV00443,CUS0021,SUB0026,2024-07-01,49,49,paid,2024-07-05
INV00444,CUS0021,SUB0026,2024-08-01,49,49,paid,2024-08-03
INV00445,CUS0021,SUB0026,2024-09-01,49,49,paid,2024-09-04
INV00446,CUS0021,SUB0026,2024-10-01,49,49,paid,2024-10-05
INV00447,CUS0021,SUB0026,2024-11-01,49,0,failed,
INV00448,CUS0021,SUB0026,2024-12-01,49,49,paid,2024-12-05
INV00449,CUS0022,SUB0027,2022-04-01,49,49,paid,2022-04-03
INV00450,CUS0022,SUB0027,2022-05-01,49,49,paid,2022-05-02
INV00451,CUS0022,SUB0027,2022-06-01,49,49,paid,2022-06-05
INV00452,CUS0022,SUB0027,2022-07-01,49,49,paid,2022-07-04
INV00453,CUS0022,SUB0027,2022-08-01,49,49,paid,2022-08-02
INV00454,CUS0022,SUB0027,2022-09-01,49,49,paid,2022-09-03
INV00455,CUS0022,SUB0027,2022-10-01,49,0,failed,
INV00456,CUS0022,SUB0027,2022-11-01,49,49,paid,2022-11-04
INV00457,CUS0022,SUB0027,2022-12-01,49,49,paid,2022-12-02
INV00458,CUS0022,SUB0027,2023-01-01,49,49,paid,2023-01-01
INV00459,CUS0022,SUB0027,2023-02-01,49,49,paid,2023-02-01
INV00460,CUS0022,SUB0027,2023-03-01,49,49,paid,2023-03-01
INV00461,CUS0022,SUB0027,2023-04-01,49,49,paid,2023-04-06
INV00462,CUS0022,SUB0027,2023-05-01,49,49,paid,2023-05-02
INV00463,CUS0022,SUB0027,2023-06-01,49,49,paid,2023-06-03
INV00464,CUS0022,SUB0027,2023-07-01,49,0,failed,
INV00465,CUS0022,SUB0027,2023-08-01,49,49,paid,2023-08-02
INV00466,CUS0022,SUB0027,2023-09-01,49,49,paid,2023-09-04
INV00467,CUS0022,SUB0027,2023-10-01,49,49,paid,2023-10-01
INV00468,CUS0022,SUB0027,2023-11-01,49,0,failed,
INV00469,CUS0022,SUB0027,2023-12-01,49,49,paid,2023-12-02
INV00470,CUS0022,SUB0027,2024-01-01,49,49,paid,2024-01-05
INV00471,CUS0022,SUB0027,2024-02-01,49,0,failed,
INV00472,CUS0022,SUB0027,2024-03-01,49,49,paid,2024-03-04
INV00473,CUS0022,SUB0027,2024-04-01,49,49,paid,2024-04-03
INV00474,CUS0022,SUB0027,2024-05-01,49,49,paid,2024-05-01
INV00475,CUS0022,SUB0027,2024-06-01,49,49,paid,2024-06-04
INV00476,CUS0022,SUB0027,2024-07-01,49,49,paid,2024-07-05
INV00477,CUS0022,SUB0027,2024-08-01,49,49,paid,2024-08-01
INV00478,CUS0022,SUB0027,2024-09-01,49,49,paid,2024-09-04
INV00479,CUS0022,SUB0027,2024-10-01,49,49,paid,2024-10-01
INV00480,CUS0022,SUB0027,2024-11-01,49,49,paid,2024-11-05
INV00481,CUS0022,SUB0027,2024-12-01,49,49,paid,2024-12-02
INV00482,CUS0023,SUB0028,2024-03-01,49,49,paid,2024-03-01
INV00483,CUS0023,SUB0028,2024-04-01,49,49,paid,2024-04-02
INV00484,CUS0023,SUB0028,2024-05-01,49,49,paid,2024-05-02
INV00485,CUS0023,SUB0028,2024-06-01,49,49,paid,2024-06-01
INV00486,CUS0023,SUB0028,2024-07-01,49,49,paid,2024-07-03
INV00487,CUS0023,SUB0028,2024-08-01,49,49,paid,2024-08-05
INV00488,CUS0023,SUB0028,2024-09-01,49,49,paid,2024-09-05
INV00489,CUS0023,SUB0028,2024-10-01,49,49,paid,2024-10-04
INV00490,CUS0023,SUB0028,2024-11-01,49,49,paid,2024-11-01
INV00491,CUS0023,SUB0028,2024-12-01,49,49,paid,2024-12-03
INV00492,CUS0024,SUB0029,2023-09-01,149,149,paid,2023-09-01
INV00493,CUS0024,SUB0029,2023-10-01,149,149,paid,2023-10-01
INV00494,CUS0024,SUB0029,2023-11-01,149,149,paid,2023-11-06
INV00495,CUS0024,SUB0029,2023-12-01,149,149,paid,2023-12-01
INV00496,CUS0024,SUB0029,2024-01-01,149,149,paid,2024-01-06
INV00497,CUS0024,SUB0029,2024-02-01,149,149,paid,2024-02-02
INV00498,CUS0024,SUB0029,2024-03-01,149,149,paid,2024-03-05
INV00499,CUS0024,SUB0029,2024-04-01,149,149,paid,2024-04-06
INV00500,CUS0024,SUB0030,2024-04-01,49,49,paid,2024-04-06
INV00501,CUS0024,SUB0030,2024-05-01,49,49,paid,2024-05-06
INV00502,CUS0024,SUB0030,2024-06-01,49,49,paid,2024-06-02
INV00503,CUS0024,SUB0030,2024-07-01,49,49,paid,2024-07-01
INV00504,CUS0024,SUB0030,2024-08-01,49,49,paid,2024-08-04
INV00505,CUS0024,SUB0030,2024-09-01,49,49,paid,2024-09-02
INV00506,CUS0024,SUB0030,2024-10-01,49,49,paid,2024-10-02
INV00507,CUS0024,SUB0030,2024-11-01,49,49,paid,2024-11-03
INV00508,CUS0024,SUB0030,2024-12-01,49,0,failed,
INV00509,CUS0025,SUB0031,2023-11-01,149,149,paid,2023-11-05
INV00510,CUS0025,SUB0031,2023-12-01,149,149,paid,2023-12-01
INV00511,CUS0025,SUB0031,2024-01-01,149,149,paid,2024-01-02
INV00512,CUS0025,SUB0031,2024-02-01,149,149,paid,2024-02-01
INV00513,CUS0025,SUB0031,2024-03-01,149,149,paid,2024-03-03
INV00514,CUS0025,SUB0031,2024-04-01,149,149,paid,2024-04-03
INV00515,CUS0025,SUB0031,2024-05-01,149,149,paid,2024-05-04
INV00516,CUS0025,SUB0031,2024-06-01,149,149,paid,2024-06-04
INV00517,CUS0025,SUB0031,2024-07-01,149,149,paid,2024-07-02
INV00518,CUS0025,SUB0031,2024-08-01,149,149,paid,2024-08-04
INV00519,CUS0025,SUB0032,2024-08-01,49,49,paid,2024-08-05
INV00520,CUS0025,SUB0032,2024-09-01,49,49,paid,2024-09-01
INV00521,CUS0025,SUB0032,2024-10-01,49,49,paid,2024-10-01
INV00522,CUS0025,SUB0032,2024-11-01,49,49,paid,2024-11-02
INV00523,CUS0025,SUB0032,2024-12-01,49,49,paid,2024-12-03
INV00524,CUS0026,SUB0033,2022-10-01,149,149,paid,2022-10-03
INV00525,CUS0026,SUB0033,2022-11-01,149,149,paid,2022-11-03
INV00526,CUS0026,SUB0033,2022-12-01,149,149,paid,2022-12-06
INV00527,CUS0026,SUB0033,2023-01-01,149,149,paid,2023-01-06
INV00528,CUS0026,SUB0033,2023-02-01,149,149,paid,2023-02-04
INV00529,CUS0026,SUB0033,2023-03-01,149,149,paid,2023-03-03
INV00530,CUS0026,SUB0033,2023-04-01,149,149,paid,2023-04-04
INV00531,CUS0026,SUB0033,2023-05-01,149,149,paid,2023-05-01
INV00532,CUS0026,SUB0033,2023-06-01,149,149,paid,2023-06-06
INV00533,CUS0026,SUB0033,2023-07-01,149,149,paid,2023-07-05
INV00534,CUS0026,SUB0033,2023-08-01,149,149,paid,2023-08-06
INV00535,CUS0026,SUB0033,2023-09-01,149,149,paid,2023-09-01
INV00536,CUS0026,SUB0033,2023-10-01,149,149,paid,2023-10-05
INV00537,CUS0026,SUB0034,2023-10-01,349,349,paid,2023-10-04
INV00538,CUS0026,SUB0034,2023-11-01,349,349,paid,2023-11-01
INV00539,CUS0026,SUB0034,2023-12-01,349,349,paid,2023-12-06
INV00540,CUS0026,SUB0034,2024-01-01,349,349,paid,2024-01-04
INV00541,CUS0026,SUB0034,2024-02-01,349,0,failed,
INV00542,CUS0026,SUB0034,2024-03-01,349,349,paid,2024-03-02
INV00543,CUS0026,SUB0034,2024-04-01,349,349,paid,2024-04-03
INV00544,CUS0026,SUB0034,2024-05-01,349,349,paid,2024-05-01
INV00545,CUS0026,SUB0034,2024-06-01,349,349,paid,2024-06-05
INV00546,CUS0026,SUB0034,2024-07-01,349,349,paid,2024-07-03
INV00547,CUS0026,SUB0034,2024-08-01,349,349,paid,2024-08-02
INV00548,CUS0026,SUB0034,2024-09-01,349,0,pending,
INV00549,CUS0026,SUB0034,2024-10-01,349,349,paid,2024-10-02
INV00550,CUS0026,SUB0034,2024-11-01,349,349,paid,2024-11-04
INV00551,CUS0026,SUB0034,2024-12-01,349,0,failed,
INV00552,CUS0027,SUB0035,2024-01-01,149,149,paid,2024-01-03
INV00553,CUS0027,SUB0035,2024-02-01,149,149,paid,2024-02-02
INV00554,CUS0027,SUB0035,2024-03-01,149,0,pending,
INV00555,CUS0027,SUB0035,2024-04-01,149,149,paid,2024-04-04
INV00556,CUS0027,SUB0035,2024-05-01,149,149,paid,2024-05-02
INV00557,CUS0027,SUB0035,2024-06-01,149,149,paid,2024-06-04
INV00558,CUS0027,SUB0035,2024-07-01,149,149,paid,2024-07-06
INV00559,CUS0027,SUB0035,2024-08-01,149,149,paid,2024-08-01
INV00560,CUS0027,SUB0035,2024-09-01,149,149,paid,2024-09-03
INV00561,CUS0027,SUB0035,2024-10-01,149,149,paid,2024-10-06
INV00562,CUS0027,SUB0035,2024-11-01,149,149,paid,2024-11-05
INV00563,CUS0027,SUB0036,2024-11-01,49,49,paid,2024-11-03
INV00564,CUS0027,SUB0036,2024-12-01,49,49,paid,2024-12-06
INV00565,CUS0028,SUB0037,2024-06-01,149,149,paid,2024-06-06
INV00566,CUS0028,SUB0037,2024-07-01,149,149,paid,2024-07-03
INV00567,CUS0028,SUB0037,2024-08-01,149,149,paid,2024-08-01
INV00568,CUS0028,SUB0037,2024-09-01,149,0,pending,
INV00569,CUS0028,SUB0037,2024-10-01,149,149,paid,2024-10-02
INV00570,CUS0028,SUB0037,2024-11-01,149,149,paid,2024-11-01
INV00571,CUS0028,SUB0037,2024-12-01,149,149,paid,2024-12-05
INV00572,CUS0029,SUB0038,2024-02-01,49,49,paid,2024-02-05
INV00573,CUS0029,SUB0038,2024-03-01,49,49,paid,2024-03-01
INV00574,CUS0029,SUB0038,2024-04-01,49,49,paid,2024-04-04
INV00575,CUS0029,SUB0038,2024-05-01,49,0,pending,
INV00576,CUS0029,SUB0038,2024-06-01,49,49,paid,2024-06-05
INV00577,CUS0029,SUB0038,2024-07-01,49,49,paid,2024-07-04
INV00578,CUS0029,SUB0038,2024-08-01,49,49,paid,2024-08-01
INV00579,CUS0029,SUB0038,2024-09-01,49,49,paid,2024-09-03
INV00580,CUS0029,SUB0038,2024-10-01,49,49,paid,2024-10-04
INV00581,CUS0029,SUB0038,2024-11-01,49,49,paid,2024-11-05
INV00582,CUS0029,SUB0038,2024-12-01,49,49,paid,2024-12-05
INV00583,CUS0030,SUB0039,2023-05-01,49,49,paid,2023-05-02
INV00584,CUS0030,SUB0039,2023-06-01,49,49,paid,2023-06-02
INV00585,CUS0030,SUB0039,2023-07-01,49,49,paid,2023-07-01
INV00586,CUS0030,SUB0039,2023-08-01,49,49,paid,2023-08-05
INV00587,CUS0030,SUB0039,2023-09-01,49,49,paid,2023-09-02
INV00588,CUS0030,SUB0039,2023-10-01,49,49,paid,2023-10-06
INV00589,CUS0030,SUB0039,2023-11-01,49,49,paid,2023-11-05
INV00590,CUS0030,SUB0039,2023-12-01,49,49,paid,2023-12-01
INV00591,CUS0030,SUB0039,2024-01-01,49,49,paid,2024-01-06
INV00592,CUS0030,SUB0039,2024-02-01,49,0,pending,
INV00593,CUS0030,SUB0040,2024-02-01,149,149,paid,2024-02-06
INV00594,CUS0030,SUB0040,2024-03-01,149,149,paid,2024-03-05
INV00595,CUS0030,SUB0040,2024-04-01,149,149,paid,2024-04-06
INV00596,CUS0030,SUB0040,2024-05-01,149,149,paid,2024-05-05
INV00597,CUS0030,SUB0040,2024-06-01,149,149,paid,2024-06-06
INV00598,CUS0030,SUB0040,2024-07-01,149,149,paid,2024-07-05
INV00599,CUS0030,SUB0040,2024-08-01,149,149,paid,2024-08-05
INV00600,CUS0030,SUB0040,2024-09-01,149,149,paid,2024-09-01
INV00601,CUS0030,SUB0040,2024-10-01,149,149,paid,2024-10-06
INV00602,CUS0030,SUB0040,2024-11-01,149,149,paid,2024-11-03
INV00603,CUS0030,SUB0040,2024-12-01,149,149,paid,2024-12-05
INV00604,CUS0031,SUB0041,2022-09-01,149,149,paid,2022-09-06
INV00605,CUS0031,SUB0041,2022-10-01,149,149,paid,2022-10-06
INV00606,CUS0031,SUB0041,2022-11-01,149,149,paid,2022-11-06
INV00607,CUS0031,SUB0041,2022-12-01,149,0,pending,
INV00608,CUS0031,SUB0041,2023-01-01,149,149,paid,2023-01-06
INV00609,CUS0031,SUB0041,2023-02-01,149,149,paid,2023-02-04
INV00610,CUS0031,SUB0041,2023-03-01,149,149,paid,2023-03-01
INV00611,CUS0031,SUB0041,2023-04-01,149,149,paid,2023-04-04
INV00612,CUS0031,SUB0041,2023-05-01,149,149,paid,2023-05-02
INV00613,CUS0031,SUB0041,2023-06-01,149,149,paid,2023-06-02
INV00614,CUS0031,SUB0041,2023-07-01,149,149,paid,2023-07-06
INV00615,CUS0031,SUB0041,2023-08-01,149,149,paid,2023-08-03
INV00616,CUS0031,SUB0041,2023-09-01,149,0,pending,
INV00617,CUS0031,SUB0041,2023-10-01,149,149,paid,2023-10-03
INV00618,CUS0031,SUB0041,2023-11-01,149,149,paid,2023-11-01
INV00619,CUS0031,SUB0041,2023-12-01,149,149,paid,2023-12-04
INV00620,CUS0031,SUB0041,2024-01-01,149,149,paid,2024-01-04
INV00621,CUS0031,SUB0041,2024-02-01,149,149,paid,2024-02-01
INV00622,CUS0031,SUB0041,2024-03-01,149,149,paid,2024-03-04
INV00623,CUS0031,SUB0041,2024-04-01,149,149,paid,2024-04-04
INV00624,CUS0031,SUB0041,2024-05-01,149,149,paid,2024-05-02
INV00625,CUS0031,SUB0041,2024-06-01,149,149,paid,2024-06-05
INV00626,CUS0031,SUB0041,2024-07-01,149,149,paid,2024-07-02
INV00627,CUS0031,SUB0041,2024-08-01,149,149,paid,2024-08-04
INV00628,CUS0031,SUB0041,2024-09-01,149,0,pending,
INV00629,CUS0031,SUB0041,2024-10-01,149,149,paid,2024-10-03
INV00630,CUS0031,SUB0041,2024-11-01,149,149,paid,2024-11-01
INV00631,CUS0031,SUB0041,2024-12-01,149,0,failed,
INV00632,CUS0032,SUB0042,2022-03-01,49,49,paid,2022-03-02
INV00633,CUS0032,SUB0042,2022-04-01,49,49,paid,2022-04-03
INV00634,CUS0032,SUB0042,2022-05-01,49,49,paid,2022-05-03
INV00635,CUS0032,SUB0042,2022-06-01,49,49,paid,2022-06-06
INV00636,CUS0032,SUB0042,2022-07-01,49,49,paid,2022-07-03
INV00637,CUS0032,SUB0042,2022-08-01,49,49,paid,2022-08-01
INV00638,CUS0032,SUB0042,2022-09-01,49,49,paid,2022-09-03
INV00639,CUS0032,SUB0042,2022-10-01,49,49,paid,2022-10-04
INV00640,CUS0032,SUB0042,2022-11-01,49,49,paid,2022-11-04
INV00641,CUS0032,SUB0042,2022-12-01,49,49,paid,2022-12-05
INV00642,CUS0032,SUB0042,2023-01-01,49,49,paid,2023-01-05
INV00643,CUS0032,SUB0042,2023-02-01,49,49,paid,2023-02-04
INV00644,CUS0032,SUB0042,2023-03-01,49,49,paid,2023-03-05
INV00645,CUS0032,SUB0042,2023-04-01,49,49,paid,2023-04-05
INV00646,CUS0032,SUB0042,2023-05-01,49,49,paid,2023-05-01
INV00647,CUS0032,SUB0042,2023-06-01,49,49,paid,2023-06-01
INV00648,CUS0032,SUB0042,2023-07-01,49,49,paid,2023-07-03
INV00649,CUS0032,SUB0042,2023-08-01,49,49,paid,2023-08-03
INV00650,CUS0032,SUB0042,2023-09-01,49,49,paid,2023-09-02
INV00651,CUS0032,SUB0042,2023-10-01,49,49,paid,2023-10-04
INV00652,CUS0032,SUB0042,2023-11-01,49,49,paid,2023-11-01
INV00653,CUS0032,SUB0042,2023-12-01,49,49,paid,2023-12-06
INV00654,CUS0032,SUB0042,2024-01-01,49,49,paid,2024-01-04
INV00655,CUS0032,SUB0042,2024-02-01,49,49,paid,2024-02-02
INV00656,CUS0032,SUB0042,2024-03-01,49,49,paid,2024-03-05
INV00657,CUS0032,SUB0042,2024-04-01,49,49,paid,2024-04-05
INV00658,CUS0032,SUB0042,2024-05-01,49,49,paid,2024-05-04
INV00659,CUS0032,SUB0042,2024-06-01,49,0,pending,
INV00660,CUS0032,SUB0042,2024-07-01,49,49,paid,2024-07-03
INV00661,CUS0032,SUB0042,2024-08-01,49,49,paid,2024-08-05
INV00662,CUS0032,SUB0042,2024-09-01,49,49,paid,2024-09-05
INV00663,CUS0032,SUB0042,2024-10-01,49,49,paid,2024-10-05
INV00664,CUS0032,SUB0042,2024-11-01,49,49,paid,2024-11-01
INV00665,CUS0032,SUB0042,2024-12-01,49,49,paid,2024-12-06
INV00666,CUS0033,SUB0043,2022-05-01,149,149,paid,2022-05-04
INV00667,CUS0033,SUB0043,2022-06-01,149,149,paid,2022-06-06
INV00668,CUS0033,SUB0043,2022-07-01,149,149,paid,2022-07-06
INV00669,CUS0033,SUB0043,2022-08-01,149,149,paid,2022-08-04
INV00670,CUS0033,SUB0043,2022-09-01,149,149,paid,2022-09-06
INV00671,CUS0033,SUB0043,2022-10-01,149,149,paid,2022-10-05
INV00672,CUS0033,SUB0043,2022-11-01,149,149,paid,2022-11-06
INV00673,CUS0033,SUB0043,2022-12-01,149,149,paid,2022-12-04
INV00674,CUS0033,SUB0043,2023-01-01,149,149,paid,2023-01-06
INV00675,CUS0033,SUB0043,2023-02-01,149,149,paid,2023-02-04
INV00676,CUS0033,SUB0043,2023-03-01,149,149,paid,2023-03-06
INV00677,CUS0033,SUB0043,2023-04-01,149,149,paid,2023-04-05
INV00678,CUS0033,SUB0043,2023-05-01,149,0,failed,
INV00679,CUS0033,SUB0043,2023-06-01,149,149,paid,2023-06-01
INV00680,CUS0033,SUB0043,2023-07-01,149,149,paid,2023-07-04
INV00681,CUS0033,SUB0043,2023-08-01,149,149,paid,2023-08-06
INV00682,CUS0033,SUB0043,2023-09-01,149,149,paid,2023-09-05
INV00683,CUS0034,SUB0044,2022-08-01,149,149,paid,2022-08-04
INV00684,CUS0034,SUB0044,2022-09-01,149,149,paid,2022-09-06
INV00685,CUS0035,SUB0045,2023-03-01,49,49,paid,2023-03-06
INV00686,CUS0035,SUB0045,2023-04-01,49,49,paid,2023-04-02
INV00687,CUS0035,SUB0045,2023-05-01,49,49,paid,2023-05-06
INV00688,CUS0035,SUB0045,2023-06-01,49,49,paid,2023-06-04
INV00689,CUS0035,SUB0045,2023-07-01,49,49,paid,2023-07-02
INV00690,CUS0035,SUB0045,2023-08-01,49,49,paid,2023-08-05
INV00691,CUS0035,SUB0045,2023-09-01,49,49,paid,2023-09-03
INV00692,CUS0035,SUB0045,2023-10-01,49,49,paid,2023-10-06
INV00693,CUS0035,SUB0045,2023-11-01,49,49,paid,2023-11-06
INV00694,CUS0035,SUB0045,2023-12-01,49,49,paid,2023-12-04
INV00695,CUS0035,SUB0045,2024-01-01,49,49,paid,2024-01-02
INV00696,CUS0035,SUB0045,2024-02-01,49,49,paid,2024-02-03
INV00697,CUS0035,SUB0045,2024-03-01,49,49,paid,2024-03-03
INV00698,CUS0035,SUB0045,2024-04-01,49,49,paid,2024-04-06
INV00699,CUS0035,SUB0045,2024-05-01,49,49,paid,2024-05-06
INV00700,CUS0035,SUB0045,2024-06-01,49,49,paid,2024-06-04
INV00701,CUS0035,SUB0045,2024-07-01,49,49,paid,2024-07-06
INV00702,CUS0036,SUB0046,2022-03-01,49,49,paid,2022-03-01
INV00703,CUS0036,SUB0046,2022-04-01,49,49,paid,2022-04-05
INV00704,CUS0036,SUB0046,2022-05-01,49,49,paid,2022-05-04
INV00705,CUS0036,SUB0046,2022-06-01,49,49,paid,2022-06-02
INV00706,CUS0036,SUB0046,2022-07-01,49,49,paid,2022-07-03
INV00707,CUS0036,SUB0046,2022-08-01,49,0,pending,
INV00708,CUS0036,SUB0046,2022-09-01,49,49,paid,2022-09-04
INV00709,CUS0036,SUB0046,2022-10-01,49,49,paid,2022-10-06
INV00710,CUS0036,SUB0046,2022-11-01,49,49,paid,2022-11-02
INV00711,CUS0036,SUB0046,2022-12-01,49,49,paid,2022-12-03
INV00712,CUS0036,SUB0046,2023-01-01,49,0,failed,
INV00713,CUS0036,SUB0046,2023-02-01,49,49,paid,2023-02-02
INV00714,CUS0036,SUB0046,2023-03-01,49,49,paid,2023-03-06
INV00715,CUS0036,SUB0046,2023-04-01,49,49,paid,2023-04-02
INV00716,CUS0036,SUB0046,2023-05-01,49,49,paid,2023-05-05
INV00717,CUS0036,SUB0046,2023-06-01,49,49,paid,2023-06-02
INV00718,CUS0036,SUB0046,2023-07-01,49,49,paid,2023-07-04
INV00719,CUS0036,SUB0046,2023-08-01,49,49,paid,2023-08-04
INV00720,CUS0036,SUB0046,2023-09-01,49,49,paid,2023-09-02
INV00721,CUS0036,SUB0046,2023-10-01,49,49,paid,2023-10-05
INV00722,CUS0036,SUB0046,2023-11-01,49,0,pending,
INV00723,CUS0036,SUB0046,2023-12-01,49,49,paid,2023-12-06
INV00724,CUS0036,SUB0046,2024-01-01,49,0,failed,
INV00725,CUS0036,SUB0046,2024-02-01,49,49,paid,2024-02-04
INV00726,CUS0036,SUB0046,2024-03-01,49,49,paid,2024-03-03
INV00727,CUS0036,SUB0046,2024-04-01,49,49,paid,2024-04-06
INV00728,CUS0036,SUB0046,2024-05-01,49,49,paid,2024-05-01
INV00729,CUS0036,SUB0046,2024-06-01,49,49,paid,2024-06-02
INV00730,CUS0036,SUB0046,2024-07-01,49,49,paid,2024-07-06
INV00731,CUS0036,SUB0046,2024-08-01,49,49,paid,2024-08-01
INV00732,CUS0036,SUB0046,2024-09-01,49,0,failed,
INV00733,CUS0036,SUB0046,2024-10-01,49,49,paid,2024-10-02
INV00734,CUS0036,SUB0046,2024-11-01,49,0,failed,
INV00735,CUS0036,SUB0046,2024-12-01,49,49,paid,2024-12-04
INV00736,CUS0037,SUB0047,2023-08-01,49,49,paid,2023-08-02
INV00737,CUS0037,SUB0047,2023-09-01,49,0,failed,
INV00738,CUS0037,SUB0047,2023-10-01,49,0,pending,
INV00739,CUS0037,SUB0047,2023-11-01,49,0,failed,
INV00740,CUS0037,SUB0047,2023-12-01,49,49,paid,2023-12-01
INV00741,CUS0037,SUB0047,2024-01-01,49,49,paid,2024-01-05
INV00742,CUS0037,SUB0047,2024-02-01,49,49,paid,2024-02-03
INV00743,CUS0037,SUB0047,2024-03-01,49,49,paid,2024-03-06
INV00744,CUS0037,SUB0047,2024-04-01,49,49,paid,2024-04-04
INV00745,CUS0037,SUB0047,2024-05-01,49,49,paid,2024-05-02
